編號,英文,中文
189,used,(adj.4)習慣於; 舊的;用舊了的
190,usual,(adj.5)例常的
191,video,(adj.5)電視的;電視影像的;錄影的
192,western,(adj.7)西方的
193,wet,(adj.3)潮溼的
194,whatever,(adj.8)無論怎麼的
195,wild,(adj.4)野生的;無法無天的
196,willing,"(adj.7)願意的,樂意的"
197,windy,(adj.5)多風的
198,wise,(adj.4)有智慧的
199,wonderful,(adj.9)很棒的;奇妙的
200,wooden,(adj.6)木製的;僵硬的;笨拙的
201,absent,(v.6)缺席
202,accept,(v.6)接受
203,advance,(v.7)推進;提升;貸(款)
204,aid,(v.3)有助於
205,aim,"(v.3)瞄準,對準"
206,alarm,(v.5)向...報警;使驚慌不安
207,amount,"(v.6)合計,共計"
208,apply,"(v.5)塗,敷;應用"
209,argue,(v.5)爭論
210,arm,"(v.3)用武器裝備;提供,配備; 武裝起來"
211,arrange,(v.7)排列;整理
212,arrest,(v.6)逮捕;拘留
213,arrive,(v.6)到達
214,attack,(v.6)進攻;襲擊
215,attend,"(v.6)出席,參加;照料;伴隨"
216,avoid,(v.5)避免
217,baby-sit,(v.8)當臨時保姆
218,bake,(v.4)烘;烤
219,barbecue,"(v.8)(在戶外)烤,炙(肉類)"
220,bark,(v.4)狗叫
221,battle,(v.6)與...作戰
222,BBQ,(v.3)烤肉 barbecue
223,bead,(v.4)用珠裝飾
224,bear,(v.4)承受
225,beep,(v.4)作嗶嗶聲;吹警笛
226,beg,(v.3)乞討;懇求
227,belt,(v.4)用皮帶抽打;環繞;猛擊
228,bend,(v.4)折彎;轉彎
229,bet,(v.3)以(錢;物等)打賭
230,bill,(v.4)記入帳
231,bind,(v.4)捆;綁
232,blind,"(v.5)使看不見,使失明;使失去理智"
233,board,(v.5)上車;上船
234,boil,(v.4)(水等)沸騰;開;滾
235,bomb,"(v.4)轟炸,投彈;慘敗"
236,borrow,(v.6)借
237,boss,(v.4)指揮;作威作福
238,bother,(v.6)煩擾
239,bottle,"(v.6)把...裝入瓶中;約束,抑制(感情);隱藏"
240,bow,(v.3)鞠躬
241,branch,(v.6)出枝;分支;分岔
242,brand,(v.5)印...商標於
243,brief,(v.5)簡報;作...的提要
244,broadcast,(v.9)廣播
245,brush,(v.5)刷
246,burn,(v.4)燒;燙傷
247,burst,(v.5)爆開;闖入
248,button,(v.6)扣鈕扣
249,cable,(v.5)發越洋電報
250,calm,(v.4)變安靜;使鎮定
251,cancel,(v.6)取消
252,carpet,(v.6)在...上鋪地毯;斥責
253,cart,(v.4)用運貨車裝運
254,cartoon,(v.7)畫漫畫;畫草圖
255,cash,(v.4)兌現
256,cave,"(v.4)塌落,倒坍"
257,chalk,(v.5)使變白;畫出...的草圖;規劃;記下
258,change,(v.6)改變;更改
259,charge,(v.6)索價;充電
260,cheat,(v.5)欺騙;作弊
261,choose,(v.6)選擇;挑選
262,circle,(v.6)畫圓圈;圈出;盤旋;流傳
263,claim,(v.5)聲稱
264,clap,(v.4)拍(手);鼓(掌)
265,claw,(v.4)用爪子抓
266,clothe,(v.6)給...穿衣;為...提供衣服
267,clown,(v.5)開玩笑;裝傻
268,club,(v.4)募集;捐獻;集資;聯合起來
269,coach,"(v.5)訓練,指導,輔導;乘馬車旅行"
270,coin,"(v.4)鑄造(貨幣);創造,杜撰(新詞等)"
271,collect,(v.7)收集
272,comb,(v.4)用梳子梳理
273,compare,(v.7)比較
274,complain,(v.8)抱怨
275,complete,(v.8)完成
276,confirm,(v.7)確認
277,conflict,"(v.8)矛盾,衝突"
278,consider,(v.8)考慮
279,contact,(v.7)接觸;聯繫
280,contain,(v.7)包含;容納
281,control,(v.7)控制
282,copy,(v.4)拷貝;抄襲
283,cough,(v.5)咳嗽
284,couple,(v.6)連接;結合;成婚;交配
285,court,(v.5)向...獻殷勤;追求;引誘;求婚
286,crane,(v.5)伸(頸)
287,create,(v.6)創造
288,crop,(v.4)收成
289,cross,(v.5)越過;渡過
290,crow,"(v.4)得意洋洋,幸災樂禍"
291,crowd,(v.5)擠滿;聚集
292,cure,(v.4)治癒
293,curtain,"(v.7)(用簾子)遮掉,隔開"
294,damage,(v.6)損害
295,dawn,"(v.4)破曉, 頓悟"
296,debate,(v.6)辯論
297,decorate,(v.8)佈置
298,delay,(v.5)延緩;使延期
299,deliver,"(v.7)遞送;發表,講;給……接生"
300,deny,"(v.4)否定,否認"
301,depend,(v.6)依賴
302,describe,(v.8)描述
303,desert,(v.6)遺棄;離棄;逃跑
304,design,(v.6)設計
305,desire,(v.6)渴望;要求;想與...發生性關係
306,detect,(v.6)查出
307,develop,(v.7)發展
308,dial,(v.4)撥(電話號碼)
309,disagree,"(v.8)不一致,不符"
310,disappear,(v.9)消失
311,discuss,(v.7)討論
312,display,(v.7)陳列;展出
313,distance,(v.8)使疏遠
314,divide,(v.6)分開;除以
315,dot,"(v.3)點綴; 打點,加點"
316,double,(v.6)加倍
317,doubt,(v.5)懷疑
318,drag,"(v.4)拉,拖"
319,dress,(v.5)穿著
320,drop,(v.4)(使)滴落;丟下
321,drug,(v.4)使服麻醉藥;使服毒品
322,drum,(v.4)打鼓;咚咚地敲
323,dull,(v.4)弄鈍;使不活躍;減少;減輕
324,earn,(v.4)賺到
325,effect,(v.6)造成;招致
326,elect,(v.5)選出
327,encourage,(v.9)鼓勵;助長
328,enjoy,(v.5)喜歡;享受
329,excite,(v.6)使興奮;使激動
330,excuse,(v.6)原諒;借光
331,exercise,"(v.8)鍛鍊;操練;練習;運用,行使"
332,exist,(v.5)存在
333,expect,(v.6)期待
334,experience,(v.10)經歷;感受
335,explain,(v.7)解釋
336,express,(v.7)表示
337,fail,(v.4)失敗;不及格
338,fault,(v.5)挑...的毛病;產生斷層
339,favor,"(v.5)支持,擁護;有利於"
340,fence,(v.5)用柵(或籬)圍起來;防護;保衛
341,figure,(v.6)估計;描繪
342,film,(v.4)把...拍成電影;生薄膜
343,firm,(v.4)使穩固;使牢固;變堅實
344,fit,(v.3)合身;適合
345,fix,(v.3)修理
346,flag,"(v.4)打旗號表示;衰退,低落"
347,flash,(v.5)使閃光;使閃爍
348,flat,(v.4)使變平;降半音
349,flood,(v.5)淹沒;使泛濫
350,flour,(v.5)撒粉於;把...磨成粉
351,flow,(v.4)(河水等)流動
352,flute,(v.5)用長笛奏(樂曲)
353,focus,(v.5)集中
354,fool,(v.4)愚弄
355,forgive,(v.7)原諒
356,form,(v.4)形成
357,forward,(v.7)轉遞
358,frighten,(v.8)害怕;吃驚
359,function,(v.8)起作用
360,further,(v.7)更遠地;進一步地;促進;助長
361,gain,(v.4)得到;增進
362,garage,(v.6)把(汽車等)送入車庫(或修理廠)
363,gather,(v.6)集合
364,glue,(v.4)黏住;緊附
365,golf,(v.4)打高爾夫球
366,govern,(v.6)統治;管理
367,grade,(v.5)將...分等級;將...分類
368,greet,(v.5)問候;致敬
369,guard,(v.5)保衛;看守
370,hammer,(v.6)敲打
371,handle,(v.6)處理;搬弄
372,hang,(v.4)把…掛起;吊
373,hide,(v.4)躲;隱藏
374,hire,(v.4)雇用
375,hop,(v.3)單足跳
376,hum,(v.3)哼曲子
377,humble,(v.6)使謙卑;使威信掃地
378,hunt,(v.4)追獵
379,hurry,(v.5)趕快
380,ignore,(v.6)不理睬
381,imagine,(v.7)想像
382,improve,(v.7)改善
383,include,(v.7)包含
384,increase,(v.8)增加
385,indicate,(v.8)指出
386,influence,"(v.9)影響,感化;左右"
387,ink,(v.3)用墨水寫;簽署;簽訂(合同等)
388,insist,(v.6)堅持
389,instance,(v.8)舉...為例;引證
390,interview,(v.9)面談;採訪
391,introduce,(v.9)介紹
392,invent,(v.6)發明
393,invite,(v.6)邀請
394,jam,(v.3)擠;夾傷
395,jazz,(v.4)使活潑;奏爵士樂;遊蕩
396,jog,(v.3)慢跑
397,joint,"(v.5)連接,接合"
398,judge,(v.5)判斷;審判
399,knock,(v.5)敲
400,lend,(v.4)出借
401,lick,(v.4)舔
402,limit,(v.5)限定
403,link,(v.4)聯繫
404,locate,(v.6)把...設置在;使...座落於
405,lock,(v.4)鎖住
406,log,(v.3)伐(林木);把...記入航海日誌
407,lose,(v.4)輸;失去
408,lower,"(v.5)放下,降下;放低;減低;減弱"
409,maintain,(v.8)維持;保養
410,mark,(v.4)做記號
411,mask,(v.4)在(臉上)戴面具;掩飾
412,match,(v.5)相配
413,mate,(v.4)使交配
414,measure,(v.7)計量
415,mine,(v.4)開礦;佈雷;破壞
416,mirror,"(v.6)反映,反射"
417,mix,(v.3)混合
418,model,(v.5)塑像;當模特兒
419,motion,"(v.6)打手勢;搖(或點)頭示意;擺動,走"
420,multiply,"(v.8)乘,使相乘"
421,nail,"(v.4)將...釘牢;捕獲;揭露;擊,打"
422,narrow,(v.6)變窄;收縮;減少
423,needle,"(v.6)(用話)刺激,挑逗;用針縫"
424,neighbor,(v.8)與...為鄰
425,nest,(v.4)築巢;巢居;伏窩
426,net,(v.3)用網捕;使淨賺
427,nod,(v.3)點頭
428,obey,(v.4)服從
429,object,(v.6)反對
430,occur,(v.5)發生;出現
431,offer,(v.5)提供
432,omit,(v.4)略過
433,operate,(v.7)運作;運轉;動手術
434,organize,(v.8)使有條理;安排
435,pack,(v.4)包裝
436,package,(v.7)把...打包;包裝
437,pain,"(v.4)使煩惱,使痛苦;使疼痛"
438,pardon,(v.6)寬恕
439,parrot,(v.6)機械地模仿
440,paste,(v.5)黏貼
441,pat,"(v.3)輕拍,撫拍"
442,pattern,"(v.7)仿造,模仿"
443,pepper,(v.6)加胡椒粉於;使佈滿;嚴懲
444,perfect,(v.7)使完美;做完
445,phone,(v.5)打電話
446,photo,(v.5)給...拍照; 拍照;在照片上顯得
447,photograph,(v.10)拍照
448,phrase,"(v.6)用言語表達,用(詞)"
449,pick,(v.4)採收;撿起;選
450,picnic,"(v.6)去野餐,參加野餐;在戶外用餐"
451,pile,(v.4)堆起
452,pillow,(v.6)枕著頭;靠
453,pin,(v.3)釘住;壓住;按住;把...歸罪於
454,pipe,(v.4)用管道輸送;吹奏管樂;尖聲叫嚷
455,pitch,(v.5)搭(帳篷);紮(營);為...定調
456,plate,(v.5)鍍;電鍍
457,poison,"(v.6)放毒,下毒"
458,pose,(v.4)擺姿勢
459,post,(v.4)郵寄;登入(分類帳等);發表
460,pot,(v.3)把...放在罐(或鍋)裡;亂射
461,pound,(v.5)敲打;(心等)劇跳;腳步沈重地走
462,praise,(v.6)讚美
463,pray,(v.4)禱告
464,prefer,(v.6)更喜歡
465,present,(v.7)提出
466,press,"(v.5)壓,擠;催逼"
467,pride,"(v.5)使得意,以...自豪"
468,prize,"(v.5)重視,珍視;估價"
469,produce,(v.7)製造;出產
470,progress,"(v.8)前進;進行;上進,提高,進步"
471,project,"(v.7)計劃;企劃;突出,伸出;投射"
472,promise,(v.7)答應
473,pronounce,(v.9)發...音
474,propose,(v.7)提議
475,protect,(v.7)保護
476,provide,(v.7)供應
477,pump,(v.4)跳動;使用唧筒
478,punish,(v.6)處罰
479,puzzle,(v.6)使迷惑
480,quarter,(v.7)把...四等分;供...住宿;;駐紮
481,quit,(v.4)放棄;離職
482,quiz,"(v.4)挖苦,嘲弄;考問"
483,range,(v.5)排列
484,realize,(v.7)認知;實現
485,record,(v.6)記錄;錄音
486,refuse,(v.6)拒絕
487,regard,(v.6)把...看作;尊重
488,reject,(v.6)拒絕
489,repeat,(v.6)重複
490,reply,(v.5)回答
491,require,(v.7)需要
492,respect,(v.7)尊敬
493,result,"(v.6)發生,產生;結果;導致"
494,review,(v.6)溫習;回顧
495,rock,(v.4)搖動
496,rush,(v.4)催促;急送
497,sample,(v.6)取...的樣品;抽樣檢查
498,sandwich,"(v.8)將..夾在中間,擠進"
499,satisfy,(v.7)使滿意
500,sauce,(v.5)給...加調味汁
501,score,(v.5)得分
502,screen,(v.6)篩選;放映電影
503,search,(v.6)搜尋;搜查
504,section,(v.7)把...分成段(或組等);將...切片
505,select,(v.6)挑選
506,separate,(v.8)分隔
507,settle,(v.6)安放;安頓;解決(問題等)
508,share,(v.5)分享
509,shell,(v.5)剝...的殼;砲轟;射擊
510,shock,(v.5)使震動
511,shoot,(v.5)注射;射擊;拍攝
512,shower,(v.6)傾注;洗淋浴
513,sign,(v.4)簽字;做信號
514,silence,(v.7)使沈默;使啞口無言;使安靜
515,single,"(v.6)選出,挑出;擊出一壘安打"
516,sink,(v.4)沉下;陷於
517,skirt,"(v.5)繞開,避開"
518,slide,(v.5)滑壘滑動
519,slim,"(v.4)減肥;減少,縮減"
520,slip,(v.4)滑動;鬆脫
521,snack,(v.5)吃快餐;吃點心
522,solve,(v.5)解決
523,sort,(v.4)把...分類
524,speed,(v.5)加速;促進
525,spot,(v.4)沾污;察出
526,spread,(v.6)展開;散布
527,spring,(v.6)彈開;湧現;源(於)
528,stage,(v.5)上演;籌劃;發動
529,stamp,(v.5)頓足;蓋印
530,steal,(v.5)偷竊
531,steam,(v.5)蒸
532,steel,(v.5)鋼化;給...包上鋼
533,stick,(v.5)黏貼;刺;戮;釘住;插牢;堅持
534,storm,(v.5)猛攻
535,stream,(v.6)流;蜂擁而進
536,stress,(v.6)強調
537,stretch,"(v.7)舒展肢體,伸懶腰"
538,strike,(v.6)打擊;(鐘)敲響
539,string,"(v.6)(用線,繩)縛,紮,掛"
540,struggle,(v.8)掙扎;對抗
541,subtract,"(v.8)減,減去"
542,succeed,(v.7)成功
543,suit,(v.4)適合;相稱;彼此協調
544,supply,"(v.6)供給,供應"
545,support,(v.7)支持
546,surface,"(v.7)顯露,呈現;起床,露面"
547,survive,(v.7)在...之後仍然活著
548,swallow,(v.7)吞嚥
549,sweep,(v.5)掃
550,swing,(v.5)搖擺;揮動
551,tape,(v.4)用帶子捆紮;用錄音帶為...錄音(或影)
552,target,(v.6)把...作為目標(或對象)
553,task,(v.4)派給...任務;要...做一項工作
554,team,(v.4)使合作;結成一隊
555,tear,(v.4)撕
556,telephone,"(v.9)打電話,通電話"
557,term,"(v.4)把...稱為,把...叫做"
558,test,(v.4)試驗;測驗
559,thumb,(v.5)用拇指翻動;迅速翻閱;豎起拇指要求搭車
560,thunder,(v.7)打雷;大聲斥責;威嚇
561,tip,(v.3)給小費;使傾斜
562,title,(v.5)加標題於;授頭銜於
563,toast,(v.5)烤;乾杯
564,toe,(v.3)用腳尖走(或站)
565,tongue,(v.6)舔;用舌吹(管樂器);發(音)
566,tour,(v.4)帶...作巡迴演出
567,towel,(v.5)用毛巾擦
568,tower,"(v.5)高聳,屹立;勝過;高飛,翱翔"
569,track,(v.5)跟蹤;沿著(道路)走
570,trade,"(v.5)交換; 做買賣,進行交易"
571,traffic,"(v.7)在...上通行;交易,來來往往"
572,trap,(v.4)設陷阱
573,travel,(v.6)旅行
574,treasure,(v.8)珍愛
575,treat,(v.5)對待;治療
576,trick,(v.5)欺騙
577,truck,(v.5)用卡車運送
578,trumpet,(v.7)吹喇叭
579,trust,(v.5)信任
580,tunnel,(v.6)挖掘隧道
581,type,(v.4)打字
582,uniform,(v.7)使成一樣;使一律化
583,vacation,(v.8)度假
584,value,"(v.5)估價,評價;尊重;重視"
585,vote,(v.4)投票
586,wake,(v.4)叫醒
587,wave,(v.4)揮動
588,wed,(v.3)娶;嫁
589,wet,"(v.3)把...淋濕,打濕,弄濕;尿濕"
590,wheel,"(v.5)旋轉,轉動"
591,whisper,"(v.7)低語,耳語"
592,widen,(v.5)加寬;擴大
593,wing,(v.4)在...裝翼;飛行
594,wire,(v.4)用金屬絲縛;拍電報
595,wonder,(v.6)納悶
596,wound,(v.5)傷害
597,abroad,(adv.6)在國外
598,alike,"(adv.5)一樣地,相似地"
599,aloud,(adv.5)大聲地
600,altogether,(adv.10)完全地;總共
601,anyhow,"(adv.6)無論如何,總之"
602,anyplace,(adv.8)任何地方(=anywhere)
603,anytime,(adv.7)在任何時候
604,anyway,(adv.6)不管怎樣
605,anywhere,(adv.8)任何地方
606,backward,(adv.8)向後地;落後地
607,backwards,"(adv.9)向後;倒,逆;往回,向原處"
608,besides,(adv.7)並且
609,beyond,(adv.6)在更遠處
610,cheap,(adv.5)便宜地;卑鄙地
611,daily,(adv.5)每日
612,double,(adv.6)雙倍地;加倍地;雙重地
613,downtown,(adv.8)往城市商業區
614,especially,(adv.10)特別地
615,express,(adv.7)用快遞;由直達快車;特意地
616,extra,"(adv.5)額外地;另外;特別地,非常地"
617,fair,"(adv.4)公平地,公正地;正面地"
618,firm,(adv.4)穩固地;牢固地
619,flat,"(adv.4)平直地,仰臥地;恰恰,正好;斷然地"
620,forward,(adv.7)向前地
621,forwards,"(adv.8)向前;往後,今後;提前地"
622,further,(adv.7)而且;再者
623,hardly,"(adv.6)幾乎不,簡直不"
624,however,"(adv.7)無論如何,不管怎樣"
625,ill,(adv.3)惡劣地;困難地;不利地
626,increasingly,(adv.12)漸增地
627,nearby,(adv.6)在附近
628,nearly,"(adv.6)幾乎,差不多;密切地,親密地"
629,neither,(adv.7)也不
630,none,"(adv.4)毫不,決不"
631,overseas,(adv.8)在海外
632,rather,(adv.6)寧可;頗為
633,simply,"(adv.6)簡單地,簡易地;簡明地;只不過"
634,somewhere,(adv.9)在某處
635,straight,"(adv.8)直,挺直地;正直地;立刻"
636,therefore,(adv.9)因此
637,through,"(adv.7)穿過,通過;從頭至尾;(電話)接通"
638,throughout,(adv.10)處處;始終;在所有方面
639,whenever,(adv.8)無論什麼時候
640,wherever,(adv.8)無論什麼地方
641,wild,(adv.4)狂暴地;無控制地;胡亂地
642,within,(adv.6)在內部
643,without,(adv.7)在沒有(或缺少)的情況下
644,besides,(prep.7)除...之外
645,beyond,(prep.6)越出;晚於;在...那一邊
646,following,(prep.9)在...以後
647,minus,(prep.5)減（去）
648,per,"(prep.3)經,由;每;按照"
649,plus,(prep.4)加(上)
650,through,(prep.7)經過
651,throughout,(prep.10)遍及
652,upon,(prep.4)在...之上
653,within,(prep.6)在…裡; 不超過
654,without,(prep.7)沒有
655,worth,(prep.5)值得(做...)
656,although,(conj.8)雖然
657,neither,(conj.7)也不
658,whenever,(conj.8)無論什麼時候;每當
659,wherever,(conj.8)無論在哪裡
660,ability,(n.7)能力;專門技能
661,absence,(n.7)缺席
662,addition,(n.8)加;附加
663,advance,(n.7)前進;發展;預付
664,affair,(n.6)事件;風流韻事;喜慶活動
665,aid,(n.3)幫助;助手;助聽器
666,aim,"(n.3)目標,目的"
667,aircraft,(n.8)航空器;飛機
668,airline,(n.7)航空公司
669,alarm,(n.5)警鈴;警報;驚慌
670,album,(n.5)相簿;集郵簿;唱片集
671,almond,(n.6)杏仁
672,alphabet,(n.8)字母
673,amount,(n.6)總數
674,ankle,(n.5)腳踝
675,apartment,(n.9)公寓
676,appearance,(n.10)出現;顯露;外貌
677,appetite,"(n.8)胃口,食慾"
678,apron,(n.5)圍裙;工作裙
679,argument,(n.8)爭論
680,armchair,(n.8)扶手椅子
681,arrangement,(n.11)安排;準備工作
682,arrest,(n.6)逮捕;遏止
683,arrow,(n.5)箭;箭號
684,artist,(n.6)藝術家
685,assistant,(n.9)助手
686,attack,(n.6)攻擊
687,attention,(n.9)注意;專心
688,baby-sitter,(n.11)保姆
689,bakery,(n.6)麵包店
690,balcony,(n.7)陽臺
691,bamboo,(n.6)竹子
692,banker,(n.6)銀行家;莊家
693,barbecue,(n.8)烤肉
694,bark,(n.4)吠聲
695,basement,(n.8)地下室
696,basics,(n.6)基礎;基本原理(或原則)
697,basis,(n.5)基礎
698,battle,(n.6)戰鬥;戰役
699,bead,(n.4)有孔小珠
700,bean,(n.4)豆莢;豆子
701,beard,(n.5)鬍子
702,bedroom,(n.7)臥房
703,beef,(n.4)牛肉
704,beep,(n.4)嗶嗶的聲音
705,beer,(n.4)啤酒
706,beetle,(n.6)甲蟲
707,beginner,(n.8)新手
708,belief,(n.6)相信;信仰
709,belt,(n.4)腰帶
710,bench,(n.5)長凳;長椅
711,bend,(n.4)彎;曲;俯
712,bet,(n.3)打賭
713,bill,(n.4)帳單; 鈔票
714,blackboard,(n.10)黑板
715,blank,(n.5)空白
716,board,(n.5)木板;膳食;車上;船上; 董事會
717,boil,(n.4)沸騰;煮沸;翻滾
718,bomb,(n.4)炸彈
719,bookcase,(n.8)書架
720,boss,(n.4)老闆
721,bother,"(n.6)煩惱,麻煩;使人煩惱的人(或事物)"
722,bottle,(n.6)瓶子
723,bow,(n.3)弓
724,bowling,(n.7)保齡球戲
725,brain,"(n.5)腦;智力,頭腦"
726,branch,(n.6)樹枝;支部
727,brand,(n.5)商標
728,brick,(n.5)磚塊
729,brief,(n.5)概要;訴書;短而緊的內褲;簡報
730,broadcast,(n.9)廣播;廣播節目;散佈;播種
731,brunch,(n.6)早午餐
732,brush,(n.5)刷子
733,bun,(n.3)小圓麵包
734,bundle,(n.6)捆;大量
