編號,英文,中文
83,hoarse,(adj.6)(嗓音)嘶啞的
84,homosexual,(adj.10)同性戀的
85,horizontal,(adj.10)水平的;橫的
86,hostile,(adj.7)敵方的;懷敵意的
87,immense,(adj.7)巨大的;廣大的
88,imperial,(adj.8)帝國的
89,indifferent,(adj.11)不感興趣的;中立的;無關緊要的
90,indignant,(adj.9)憤怒的;憤慨的
91,indispensable,(adj.13)必不可少的;必需的
92,infinite,(adj.8)無限的
93,initiate,(adj.8)新加入的
94,inland,(adj.6)內地的;內陸的
95,innumerable,(adj.11)無數的
96,intent,(adj.6)專注的;熱切的;堅決要做的
97,interior,(adj.8)內的;內部的
98,inward,"(adj.6)裡面的,內部的;內心的;向內的"
99,jolly,"(adj.5)快活的,高興的"
100,juvenile,(adj.8)少年的;孩子氣的;幼年的
101,kin,(adj.3)有親屬關係的;同類的;類似的
102,knowledgeable,(adj.13)博學的;有見識的
103,lame,(adj.4)跛腳的;站不住腳的
104,lifelong,(adj.8)終身的;一輩子的
105,locomotive,(adj.10)活動的;移動的;火車頭的
106,lofty,(adj.5)高聳的;極高的;高傲的
107,lonesome,(adj.8)寂寞的;孤單的;荒涼的
108,maiden,(adj.6)未婚的;少女的;初次的
109,majestic,(adj.8)雄偉的;威嚴的;崇高的
110,manifest,(adj.8)顯然的;清楚的
111,marginal,(adj.8)頁邊的;邊緣的;不重要的
112,marine,(adj.6)海的;海生的;海軍陸戰隊的
113,martial,(adj.7)戰爭的;軍事的;尚武的
114,masculine,(adj.9)男性的;男子氣概的
115,massive,(adj.7)厚實的;粗大的;大量的
116,migrant,(adj.7)移居(尤指移出國境)的;流浪的
117,minimal,(adj.7)最小的;極微的
118,mock,(adj.4)假的;假裝的;模擬的
119,monstrous,(adj.9)怪異的;駭人聽聞的;巨大的
120,mortal,(adj.6)會死的;凡人的;致命的;極度的
121,muscular,(adj.8)肌肉的;健壯的
122,naive,(adj.5)天真的;幼稚的;輕信的
123,nasty,(adj.5)齷齪的;卑鄙的;難處理的
124,nonviolent,(adj.10)非暴力的
125,notable,(adj.7)值得注意的;顯著的
126,noticeable,(adj.10)顯而易見的;顯著的
127,nude,(adj.4)裸的;與生俱有的
128,oblong,(adj.6)橢圓形的
129,obstinate,(adj.9)頑固的;頑強的
130,olive,(adj.5)橄欖的;橄欖色的
131,oriental,(adj.8)(珍珠等)光輝奪目的;優質的
132,outgoing,(adj.8)直率的;往外的;即將離職的;友善的
133,outward,(adj.7)向外的;往外去的
134,overall,"(adj.7)總的,全部的,全面的"
135,pacific,(adj.7)(大寫) 太平洋的; 愛好和平的; 溫和的;平靜的
136,parallel,"(adj.8)平行的,同方向的"
137,passionate,(adj.10)熱情的;激昂的
138,patent,(adj.6)專利的
139,permissible,(adj.11)可允許的
140,poetic,(adj.6)詩的;韻文的
141,polar,(adj.5)北極的;南極的;截然對立的
142,potential,"(adj.9)潛在的,可能的"
143,prehistoric,(adj.11)史前的;舊式的
144,priceless,(adj.9)無價的;稀世之珍的
145,prior,(adj.5)在先的;在前的;居先的
146,ragged,(adj.6)破爛的;不整潔的;參差不齊的
147,rear,"(adj.4)後面的,背後的"
148,reckless,(adj.8)不在乎的;魯莽的
149,reptile,(adj.7)爬行動物(似)的
150,republican,(adj.10)共和政體的
151,resident,"(adj.8)居住的,定居的;常駐的"
152,reverse,(adj.7)顛倒的;相反的;反向的
153,ridiculous,"(adj.10)可笑的,荒謬的;滑稽的"
154,rigid,(adj.5)堅硬的;嚴格的;死板的
155,robust,(adj.6)強健的;健全的;結實的
156,rugged,(adj.6)高低不平的;粗糙的;粗線條的
157,sacred,(adj.6)神的;神聖的
158,salmon,"(adj.6)鮭肉色的,淺澄色的"
159,savage,(adj.6)野性的;兇猛的;殘酷的
160,secure,(adj.6)安全的牢固的
161,shabby,(adj.6)破爛的;破舊的;邋遢的
162,sloppy,(adj.6)懶散的;草率的
163,sly,(adj.3)狡猾的
164,sober,(adj.5)清醒的;沒喝醉的;嚴肅的
165,sole,(adj.4)單獨的;唯一的
166,solemn,(adj.6)嚴肅的;莊嚴的;鄭重的
167,solitary,(adj.8)單獨的;唯一的;隱居的
168,sovereign,(adj.9)最高統治者的;具有獨立主權的
169,squat,(adj.5)蹲著的;矮胖的
170,statistical,(adj.11)統計的;統計學的
171,stern,(adj.5)嚴厲的;堅定的
172,stout,(adj.5)矮胖的;結實的;牢固的
173,straightforward,(adj.15)一直向前的;正直的;簡單易懂的
174,stray,(adj.5)迷路的;流浪的;零星的
175,structural,(adj.10)建築上的;建築用的;結構上的
176,sturdy,(adj.6)結實的;健康的;堅固的
177,stylish,(adj.7)時髦的;漂亮的
178,substantial,(adj.11)大量的;實在的
179,superficial,(adj.11)外表的;粗略的;膚淺的
180,supreme,"(adj.7)最高的,至上的"
181,tan,(adj.3)鞣革的;棕褐色的
182,tentative,(adj.9)試驗性的;暫時性的;猶豫的
183,terminal,(adj.8)末端的;終點的
184,toxic,(adj.5)毒(性)的;有毒的
185,transparent,(adj.11)透明的;一目了然的;易懂的
186,trim,(adj.4)整齊的;苗條的
187,triple,(adj.6)三倍的;三重的
188,underneath,(adj.10)下面的;底層的
189,understandable,(adj.14)可理解的;能懂的
190,upright,(adj.7)挺直的;直立的;正直的
191,upward,(adj.6)向上的;升高的
192,utter,(adj.5)徹底的;十足的;絕對的
193,vague,(adj.5)(形狀等)模糊不清的;曖昧的
194,velvet,(adj.6)天鵝絨製的;柔軟光滑的
195,verbal,(adj.6)言辭上的;動詞的
196,vertical,(adj.8)垂直的;豎的
197,vigorous,(adj.8)精力充沛的
198,wary,(adj.4)小心翼翼的;謹防的
199,weary,(adj.5)疲倦的;厭倦的
200,weird,(adj.5)怪誕的
201,wholesale,(adj.9)批發的
202,wholesome,(adj.9)有益健康的;強健的
203,widespread,(adj.10)分佈(或散佈)廣的
204,worthwhile,(adj.10)值得花費時間(或金錢)的
205,worthy,(adj.6)值得的
206,abide,(v.5)忍受;等候
207,abolish,(v.7)廢除;廢止
208,accustom,(v.8)使習慣於
209,acknowledge,(v.11)承認
210,adore,(v.5)崇拜;愛慕
211,ally,(v.4)使結盟;使聯姻
212,alter,(v.5)改變;修改
213,alternate,(v.9)輪流
214,anchor,(v.6)拋錨;繫住;主持電視新聞節目
215,applaud,(v.7)向...鼓掌;稱讚
216,armor,(v.5)穿盔甲(或加裝甲);提供防禦
217,ascend,(v.6)登高;上升;
218,assault,(v.7)攻擊;抨擊;施暴
219,astonish,"(v.8)使吃驚,使驚訝"
220,awe,(v.3)使敬畏;使畏怯
221,ballot,(v.6)投票;投票表決
222,ban,(v.3)禁止;取締
223,banquet,(v.7)宴請
224,batter,(v.6)連續猛擊;搗毀;把...用舊
225,beautify,(v.8)使更加美麗;美化
226,beware,(v.6)當心;提防
227,bid,(v.3)吩咐;(拍賣中)喊價
228,blast,(v.5)炸開;吹奏;嚴厲批評
229,blaze,(v.5)燃燒;閃耀;炫示
230,bleach,(v.6)漂白;曬得褪色;使脫色
231,blot,(v.4)污損(名譽);(用吸墨紙)吸乾
232,blur,(v.4)使模糊不清;使朦朧
233,bog,(v.3)陷入泥沼;動彈不得
234,bolt,(v.4)閂上;用螺栓拴緊;吞吃;衝出
235,boom,(v.4)發出隆隆聲;激增;暴漲;興旺
236,bound,(v.5)與...接界;跳躍;彈回
237,brace,(v.5)支撐;做好準備
238,braid,(v.5)編成辮子;編成穗帶;編結
239,bribe,(v.5)向...行賄
240,broaden,(v.7)變寬;變闊;擴大
241,brood,(v.5)孵蛋;籠罩;沈思;沮喪
242,browse,(v.6)瀏覽
243,bruise,(v.6)使受瘀傷;碰傷(水果);挫傷(感情)
244,bulge,(v.5)膨脹;凸起;裝滿
245,bully,(v.5)脅迫;欺侮
246,butcher,(v.7)屠宰(牲口)
247,cannon,(v.6)開砲;砲轟
248,caution,(v.7)警告;使小心
249,cellar,(v.6)把...藏入地窖(或酒窖)
250,certificate,(v.11)發證書給;用證書批准
251,chant,(v.5)反覆地唱(或說);吟誦
252,chatter,(v.7)喋喋不休;吱吱叫
253,cite,(v.4)引用;舉出;表揚
254,clasp,(v.5)扣住;鉤住;緊抱;緊握
255,cling,(v.5)黏著;依附;墨守
256,cluster,(v.7)使成簇(或群);叢生
257,clutch,(v.6)抓住;攫取
258,cocoon,(v.6)緊緊包住;使(自己)孤立
259,coil,(v.4)捲;盤繞;捲成圈
260,combat,(v.6)戰鬥;搏鬥;反對
261,commission,"(v.10)委任,委託"
262,commute,(v.7)減刑;通勤
263,compact,(v.7)使緊密;壓緊;使簡潔
264,compass,"(v.7)圖謀,計劃;包圍;達到;理解"
265,compel,(v.6)強迫;強求
266,compliment,(v.10)讚美;恭維
267,compound,(v.8)使惡化;使混合;使合成;以複利計算; 妥協
268,comprehend,(v.10)理解;領會;包含
269,compromise,(v.10)妥協;危及;洩露(祕密等)
270,compute,(v.7)計算;估算;推斷
271,computerize,(v.11)使電腦化;用電腦處理
272,conceal,"(v.7)隱蔽,隱藏"
273,conceive,(v.8)構想出;設想;懷孕
274,condemn,(v.7)責備;譴責;判刑
275,conduct,"(v.7)引導,帶領"
276,confront,(v.8)面臨;遭遇
277,consent,(v.7)同意;贊成
278,conserve,(v.8)保存;保護;節省
279,console,(v.7)安慰;慰問
280,contaminate,(v.11)弄髒;污染
281,contemplate,(v.11)凝視;思忖;仔細考慮
282,contend,(v.7)爭取;競爭;搏鬥;聲稱
283,convert,(v.7)轉變;變換;改變信仰
284,convict,(v.7)證明...有罪;判...有罪
285,copyright,(v.9)為(書籍等)取得版權
286,corrupt,(v.7)使腐敗;使墮落;賄賂
287,counsel,(v.7)忠告;提議
288,crater,(v.6)使成坑; 形成坑
289,creak,(v.5)發出咯吱咯吱聲
290,crib,(v.4)作弊;抄襲
291,crouch,(v.6)蹲伏;彎腰
292,crunch,(v.6)嘎吱作響地咬嚼(或踩、壓)
293,curb,(v.4)控制;遏止;勒住
294,curry,(v.5)梳刷(馬等);鞣製;用咖喱燒
295,dart,(v.4)投擲(標槍等);投射;狂奔
296,dazzle,(v.6)使眼花;使驚羨
297,decay,(v.5)腐朽;衰退
298,deceive,"(v.7)欺騙,蒙蔽"
299,delegate,(v.8)委派...為代表
300,despair,"(v.7)絕望,喪失信心"
301,despise,(v.7)鄙視
302,devour,(v.6)狼吞虎嚥地吃;吞沒
303,discard,"(v.7)拋棄,摒棄,丟棄"
304,discriminate,(v.12)歧視;區分出
305,dispense,(v.8)分配;執行;配(藥)
306,dispose,(v.7)配置;處置
307,distress,(v.8)使悲痛;使苦惱
308,document,(v.8)用文件證明
309,drape,(v.5)(用布等鬆軟地)覆蓋;垂掛
310,dwarf,(v.5)使顯得矮小;阻礙生長
311,dwell,(v.5)居住;存在於;思索
312,eclipse,(v.7)蝕;遮蔽;使失色;投下陰影
313,elaborate,(v.9)精心製作
314,elevate,(v.7)提高;振奮;升職
315,embrace,(v.7)擁抱;包含;抓住(機會等)
316,endeavor,(v.8)努力;力圖
317,enroll,"(v.6)把...記入名冊,登記"
318,ensure,(v.6)保證;擔保
319,entitle,(v.7)給...權力(或資格)
320,equate,(v.6)用符號表示某種關係;等同
321,erect,"(v.5)使豎立,使豎直"
322,erupt,(v.5)噴出;爆發
323,escort,(v.6)護送;為...護航;陪同
324,esteem,(v.6)尊重;評價
325,exceed,(v.6)超過;勝過
326,excel,(v.5)勝過;突出
327,exclaim,(v.7)呼喊;驚叫
328,exclude,(v.7)拒絕接納;排除在外
329,execute,(v.7)實施;執行;處死
330,exile,(v.5)流放;放逐
331,falter,(v.6)踉蹌;搖晃;結巴地說話
332,fascinate,"(v.9)迷住,使神魂顛倒"
333,fatigue,(v.7)使疲勞
334,fiddle,(v.6)拉提琴;胡來;騙取
335,filter,(v.6)過濾;滲透
336,flake,(v.5)使成薄片;像雪花般覆蓋
337,flap,(v.4)(上下或前後)拍動;(鳥)振(翅)
338,flaw,(v.4)使破裂;使有缺陷
339,flick,(v.5)疾飛;掠過
340,flip,(v.4)(為作出決定而)擲(硬幣);輕拋
341,flourish,(v.8)茂盛;繁茂;興旺
342,format,(v.6)編排或安排成某種形式
343,foul,(v.4)污染;玷污;犯規;塞住
344,freight,(v.7)裝貨於;運輸(貨物)
345,fume,(v.4)冒煙;薰;發怒
346,fuse,(v.4)把保險絲接入(電路);熔接;裝引信
347,fuss,(v.4)忙亂;小題大作;爭辯
348,gallop,(v.6)(馬等)疾馳;飛跑
349,gasp,(v.4)倒抽一口氣;喘氣
350,glare,(v.5)怒目注視;眩目地照射
351,gleam,(v.5)發微光;閃現
352,glitter,(v.7)閃爍;光彩奪目
353,gloom,(v.5)變陰暗;感到沮喪
354,gnaw,(v.4)啃;嚙;折磨
355,gobble,(v.6)狼吞虎嚥;(火雞)咯咯地叫
356,gorge,(v.5)塞飽;狼吞虎嚥地吃
357,grant,"(v.5)同意,准予"
358,graze,(v.5)吃草;放牧;擦傷
359,grease,(v.6)塗油脂於;賄賂
360,grip,(v.4)握牢;(咬或夾)牢;掌握
361,groan,(v.5)呻吟;抱怨
362,gross,(v.5)獲得...總收入(或毛利)
363,growl,(v.5)(狗等)嗥叫;(人)咆哮
364,grumble,(v.7)發牢騷;咕噥;發轟隆聲
365,gulp,(v.4)狼吞虎嚥;大口地吸(氣);哽住
366,gust,(v.4)吹強風
367,gut,(v.3)取出內臟;損毀(房屋等)的內部
368,handicap,"(v.8)妨礙,使不利"
369,harness,(v.7)上挽具;套(馬);駕馭
370,haul,(v.4)拖;拉;拖運
371,haunt,(v.5)(鬼魂等)常出沒於;縈繞;常去
372,hedge,(v.5)用樹籬圍住;兩面下注
373,heed,(v.4)留心;注意
374,heighten,(v.8)加高;增高;增加
375,herald,(v.6)宣佈;通報;預示...的來臨
376,hijack,(v.6)劫持
377,hiss,(v.4)發出嘶嘶聲;發出噓聲
378,honk,(v.4)發雁鳴;按喇叭
379,hood,(v.4)罩上兜帽(或風帽);加罩於
380,hound,(v.5)(用獵狗等)追獵;緊追
381,hover,(v.5)盤旋;徘徊
382,howl,(v.4)嗥叫;怒吼;大哭;大笑
383,hurl,(v.4)猛力投擲;發射;厲聲叫罵
384,hymn,(v.4)唱聖歌;唱讚美詩
385,impose,(v.6)徵(稅);加(負擔等)於
386,incense,(v.7)激怒;敬香
387,index,(v.5)編索引
388,induce,(v.6)導致;誘導;歸納出
389,indulge,(v.7)沈迷於;滿足(慾望等);縱容
390,inherit,"(v.7)繼承(傳統,遺產等)"
391,initiate,(v.8)創始;初學;(通過儀式)接納新成員
392,inquire,(v.7)訊問;查問;調查
393,institute,(v.9)創立;設立;開始
394,insure,(v.6)投保;確保
395,issue,(v.5)發行;發佈
396,jack,(v.4)用千斤頂托起
397,jaywalk,(v.7)不守交通規則橫穿馬路
398,jeer,(v.4)嘲笑;嘲弄
399,jingle,(v.6)發出叮噹聲
400,jolly,(v.5)用好話勸(某人)做...;開玩笑
401,jug,(v.3)(用罐)煮;燉;監禁
402,justify,(v.7)證明...是正當的;辯解
403,kindle,(v.6)點燃;煽動;照亮
404,lame,(v.4)使跛腳;使...變得無力
405,layer,(v.5)把...堆積成層
406,league,(v.6)使結盟;使聯合
407,lessen,(v.6)變小;變少;減輕
408,lime,(v.4)撒石灰於
409,limp,(v.4)跛行
410,linger,(v.6)繼續逗留;持續;磨蹭
411,lodge,(v.5)租房間給...住;申訴;暫住;投宿
412,lumber,(v.6)伐木;(英國)拖累
413,lump,(v.4)弄成一團;歸併到一起
414,magnify,(v.7)放大;擴大;誇張
415,manifest,(v.8)表明;顯示
416,marvel,(v.6)感到驚訝;感到好奇
417,mash,(v.4)把...搗成糊狀;壓碎
418,massage,(v.7)給...按摩(或推拿)
419,mediate,(v.7)調停解決;傳達
420,menace,(v.6)威脅;恐嚇
421,mingle,(v.6)使混合;使相混;交往
422,moan,(v.4)呻吟;嗚咽;悲歎
423,mock,(v.4)嘲弄;(為取笑而)模仿
424,modernize,(v.9)使現代化
425,modify,(v.6)更改;修改
426,moss,(v.4)以苔覆蓋;使長滿苔蘚
427,mound,(v.5)築牆防衛;堆起; 積成堆
428,mount,(v.5)登上;騎上;鑲嵌;發動(攻勢)
429,mourn,(v.5)哀痛;哀悼
430,mumble,(v.6)含糊地說;咕噥
431,mutter,(v.6)咕噥;抱怨
432,nag,(v.3)使煩惱;糾纏不休;不斷嘮叨
433,navigate,(v.8)航行於;飛行於;操縱;導航
434,nibble,(v.6)一點點地咬(或吃)
435,nickel,(v.6)鍍鎳於
436,nominate,(v.8)提名;任命
437,notify,(v.6)通知;公佈
438,orient,(v.6)使...朝東;定方位;使熟悉情況
439,ornament,(v.8)裝飾;美化
440,outdo,(v.5)勝過;超越
441,output,(v.6)生產;使出;輸出
442,overdo,(v.6)把...做得過分;使過於疲勞
443,overeat,(v.7)吃得過飽
444,overflow,(v.8)滿(或多)得溢出
445,overhear,(v.8)無意中聽到;偷聽
446,oversleep,(v.9)睡過頭
447,overwhelm,(v.9)壓倒;征服;使受不了
448,overwork,(v.8)使工作過度;使過勞;過度使用
449,paddle,(v.6)用槳划(船)
450,parallel,(v.8)與...平行;比得上
451,patch,(v.5)補綴;修補;拼湊
452,patent,(v.6)取得...的專利權
453,patrol,(v.6)巡邏;巡查
454,peck,(v.4)琢;輕吻
455,peek,(v.4)偷看;窺視
456,peg,(v.3)用木釘釘;用木夾夾
457,penetrate,(v.9)穿過;透過;識破;滲透入
458,perceive,(v.8)察覺;感知;意識到
459,perch,(v.5)(鳥)飛落;棲息;(在較高處)暫歇
460,peril,(v.5)使有危險;危及
461,perish,(v.6)消滅;暴卒;枯萎
462,persist,(v.7)堅持;固執
463,pinch,(v.5)擰;夾
464,piss,(v.4)小便
465,pistol,(v.6)用手槍射擊
466,plead,(v.5)為(案件)辯護;懇求
467,pledge,(v.6)保證給予;許諾;發誓
468,plow,(v.4)犁;耕;開(路);破(浪)前進
469,pluck,(v.5)採;拔...的毛;扯
470,plunge,(v.6)投入;將...插入;急降
471,poke,(v.4)戳;捅;撥弄
472,preach,(v.6)佈道;說教
473,prevail,(v.7)勝過;優勝;流行
474,preview,(v.7)試演;試映
475,prey,(v.4)捕食;掠奪
476,prick,(v.5)刺(穿);扎(穿);使內心極度痛苦
477,profile,(v.7)畫側面像;描出輪廓;寫傳略
478,prolong,(v.7)延長;拉長;拖延
479,prop,(v.4)支撐;維持;架;擱
480,proportion,(v.10)使成比例;使平衡;分攤
481,prospect,(v.8)勘探;找礦
482,prune,(v.5)修剪;修整;修枝
483,publicize,(v.9)宣傳;公佈;廣告
484,puff,(v.4)一陣陣地吹;喘氣;用粉撲施粉
485,pulse,(v.5)搏動;跳動;振動
486,purchase,"(v.8)買,購買"
487,quack,(v.5)(鴨)呱呱叫
488,qualify,(v.7)使具有資格
489,quiver,(v.6)顫抖;抖動(翅膀等)
490,rack,(v.4)把...放在架子上
491,rally,(v.5)召集;團結;重新振作
492,ranch,(v.5)經營牧場(或農場)
493,rattle,(v.6)使發出咯咯聲;使驚惶失措
494,reap,(v.4)收割;收穫
495,reckon,(v.6)認為;把...看作;覺得;測量
496,recommend,"(v.9)推薦,介紹"
497,reel,(v.4)捲;繞
498,referee,(v.7)為...擔任裁判;仲裁
499,refute,(v.6)駁斥;反駁
500,reign,(v.5)君臨;統治
501,rejoice,(v.7)欣喜;慶祝
502,repay,(v.5)償還;報答
503,reproduce,(v.9)繁殖;複製
504,resent,(v.6)憤慨;怨恨
505,reside,(v.6)居住;駐在
506,resort,(v.6)訴諸;憑藉
507,restrain,(v.8)抑制;約束
508,resume,(v.6)重新開始;繼續;恢復
509,retort,(v.6)反駁;回嘴
510,reverse,(v.7)翻轉;倒退;反向
511,revive,(v.6)復甦;恢復生機;使甦醒
512,revolt,(v.6)反叛;起義;使反感
513,revolve,(v.7)旋轉;自轉;以...為中心
514,rib,(v.3)裝肋於;嘲弄
515,ridge,(v.5)使成脊狀
516,rifle,"(v.5)洗劫,劫掠"
517,rim,(v.3)形成邊緣;顯出邊緣
518,rip,(v.3)撕;扯
519,ripple,(v.6)起漣漪;(頭髮等)呈波狀
520,rival,(v.5)與...競爭;比得上
521,roam,(v.4)漫步;漫遊;流浪
522,rumble,(v.6)(雷等)隆隆響;(車輛)轆轆行駛
523,rustle,(v.6)(樹葉;紙等)沙沙作響;使沙沙作響
524,saddle,(v.6)給(馬背)裝鞍;使負擔
525,saint,(v.5)使成為聖徒
526,salute,(v.6)向...行禮;向...致敬
527,savage,(v.6)兇猛地攻擊;激烈抨擊
528,scan,(v.4)細看;審視
529,scar,(v.4)結疤;留下傷痕
530,scent,(v.5)嗅;聞
531,scheme,"(v.6)策劃,密謀"
532,scorn,(v.5)輕蔑;藐視
533,scramble,(v.8)攀爬;雜亂蔓延;爭奪
534,scrap,(v.5)將...作為廢物;將...拆毀
535,scrape,(v.6)刮;擦;勉強過日子
536,scroll,(v.6)使成卷形;用渦卷飾裝飾
537,secure,(v.6)把...弄牢;關緊
538,segment,(v.7)分割;切成片
539,sharpen,"(v.7)削尖,磨快"
540,shatter,(v.7)粉碎;砸碎
541,shield,(v.6)保護;庇護;掩蓋
542,shiver,(v.6)發抖;打顫
543,shove,(v.5)推;撞;亂塞
544,shred,(v.5)切成條狀;用碎紙機撕毀(文件)
545,shriek,(v.6)尖叫;發出尖聲
546,shudder,(v.7)發抖;戰慄
547,shutter,(v.7)為...裝遮板(或快門等);關(店)
548,simmer,(v.6)煨;燉;(危機等)即將爆發
549,slam,(v.4)猛地關上;砰地放下;打成滿貫
550,slap,(v.4)摑...耳光;侮辱
551,slaughter,(v.9)屠宰;屠殺
552,slay,(v.4)殺死;殺害
553,slump,(v.5)(沈重地)倒下;(經濟)衰落
554,smash,(v.5)粉碎;瓦解;殺球
555,snarl,(v.5)吠;咆哮;纏結
556,snatch,(v.6)奪走;抓住
557,sneak,"(v.5)偷偷地走,溜"
558,sniff,(v.5)嗅;用力吸;抽鼻涕
559,snore,(v.5)打鼾
560,snort,(v.5)噴鼻息;輕蔑(或憤怒)地哼
561,soak,(v.4)浸泡;使濕透
562,sober,(v.5)使醒酒;使清醒;變得嚴肅
563,soften,(v.6)使變柔軟;使變和藹
564,sole,(v.4)給(鞋等)裝底(或換底)
565,solo,(v.4)單獨地; 單獨表演;單飛
566,sow,(v.3)播(種)
567,sponge,(v.6)(用海綿)揩拭;海綿般地吸收
568,spotlight,(v.9)聚光照明;使公眾注意
569,sprint,(v.6)奮力而跑;衝刺
570,spur,(v.4)用靴刺踢;鞭策;鼓勵
571,squash,(v.6)把...壓扁(壓碎);鎮壓
572,squat,(v.5)蹲坐;蜷伏
573,stack,(v.5)把...疊成堆;堆放
574,stagger,(v.7)搖搖晃晃;蹣跚而行
575,stain,(v.5)沾污;染污;染色
576,stake,"(v.5)把...押下打賭,拿...冒險"
577,stall,(v.5)把...關入畜舍;使拋錨;支吾;拖延
578,startle,(v.7)使驚嚇;使驚奇
579,steer,"(v.5)掌(船)舵,駕駛"
580,stereotype,(v.10)使成為陳規;把...澆鑄成鉛板
581,stew,(v.4)(用文火)燉;使極度不安;悶熱冒汗
582,stink,(v.5)發惡臭;名聲臭
583,stoop,(v.5)屈身;彎腰駝背;屈尊
584,straighten,(v.10)把...弄直;澄清
585,strain,(v.6)拉緊;伸張;竭力;扭傷;過濾
586,strand,(v.6)使擱淺;處於困境
587,strap,(v.5)用帶捆綁(或束住)
588,stray,(v.5)迷路;流浪;分心;入歧途
589,streak,(v.6)形成條紋;疾駛;閃現
590,stride,(v.6)邁大步走;跨越
591,stroll,(v.6)散步;溜達
592,stumble,(v.7)絆腳;絆倒;踉蹌
593,stump,(v.5)砍去...的幹;作巡迴政治演說
594,stun,(v.4)使昏迷;使大吃一驚
595,stutter,(v.7)結結巴巴地說話
596,submit,(v.6)提交;呈遞;使服從
597,substitute,(v.10)用...代替;代替
598,summon,(v.6)召喚
599,supervise,(v.9)監督;管理;指導
600,suppress,(v.8)鎮壓;壓制;抑制
601,surge,(v.5)(海浪)洶湧;激增
602,suspend,(v.7)使中止
603,sustain,(v.7)支撐;承受
