編號,英文,中文
151,mere,"(adj.4)僅僅的,只不過的"
152,messy,(adj.5)混亂的
153,mild,"(adj.4)溫和的,溫柔的"
154,minimum,"(adj.7)最小的,最少的"
155,miserable,(adj.9)悽慘的;悲哀的
156,moderate,"(adj.8)中等的,適度的"
157,modest,(adj.6)審慎的;適度的
158,monthly,(adj.7)每月的;每月一次的
159,mountainous,(adj.11)多山的;巨大的
160,muddy,(adj.5)多爛泥的;泥濘的
161,multiple,(adj.8)複合的;多樣的
162,mutual,(adj.6)相互的;共同的
163,mysterious,(adj.10)神祕的;不可思議的
164,nearsighted,(adj.11)近視的
165,needy,(adj.5)貧窮的
166,nuclear,(adj.7)原子能的;細胞核的
167,numerous,"(adj.8)許多的,很多的"
168,obedient,"(adj.8)服從的,順從的"
169,objective,(adj.9)客觀的
170,occasional,"(adj.10)偶爾的,非經常的"
171,offensive,"(adj.9)冒犯的,唐突的"
172,oral,"(adj.4)口頭的,口述的;口部的"
173,organic,(adj.7)有機的
174,outstanding,(adj.11)傑出的;未償付的
175,oval,(adj.4)卵形的;橢圓形的
176,overnight,(adj.9)通宵;整夜
177,partial,"(adj.7)部分的,局部的;不完全的"
178,passive,(adj.7)被動的;消極的
179,peculiar,(adj.8)奇怪的;乖癖的
180,permanent,"(adj.9)永久的,永恆的;永遠的"
181,persuasive,(adj.10)有說服力的
182,pessimistic,(adj.11)悲觀的
183,philosophical,(adj.13)哲學的
184,physical,(adj.8)身體的;物理學的
185,plentiful,"(adj.9)豐富的,充足的;多的"
186,plural,(adj.6)複數的
187,poisonous,(adj.9)有毒的;有害的
188,portable,(adj.8)手提式的;輕便的
189,precise,(adj.7)精確的;準確的
190,preferable,"(adj.10)更可取的,更合意的"
191,pregnant,(adj.8)懷孕的
192,prime,(adj.5)最初的;原始的;基本的
193,primitive,(adj.9)原始的;遠古的;早期的
194,productive,"(adj.10)生產的,生產性的"
195,professional,(adj.12)職業性的
196,profitable,(adj.10)有利的
197,prominent,"(adj.9)卓越的,著名的"
198,promising,"(adj.9)有希望的,有前途的"
199,prompt,"(adj.6)敏捷的;即時的,即期的"
200,prosperous,"(adj.10)興旺的,繁榮的,昌盛的"
201,psychological,"(adj.13)心理的,精神的"
202,realistic,(adj.9)現實的
203,relative,(adj.8)有關的;相對的
204,reluctant,(adj.9)不情願的;勉強的
205,remarkable,(adj.10)非凡的;卓越的
206,respectable,(adj.11)值得尊敬的;體面的
207,respectful,(adj.10)恭敬的;尊敬人的
208,revolutionary,(adj.13)革命的
209,rural,(adj.5)農村的;田園的
210,senior,(adj.6)年資較深的;四年級生的
211,severe,(adj.6)嚴重的;劇烈的
212,shameful,"(adj.8)可恥的,丟臉的"
213,shortsighted,"(adj.12)近視的;目光短淺的,缺乏遠見的"
214,singular,(adj.8)單數的;獨個的
215,slight,(adj.6)輕微的;微小的
216,solar,(adj.5)太陽的;日光的
217,sorrowful,(adj.9)悲傷的;令人傷心的
218,spare,"(adj.5)多餘的,剩下的;空閒的"
219,spicy,(adj.5)辛辣的;痛快的
220,spiritual,(adj.9)心靈的;崇高純潔的
221,splendid,(adj.8)燦爛的;傑出的
222,stingy,(adj.6)小氣的
223,submarine,(adj.9)海底的
224,suspicious,"(adj.10)猜疑的,疑心的;多疑的"
225,sympathetic,(adj.11)同情的;有同情心的
226,systematic,(adj.10)有系統的;成體系的
227,technological,"(adj.13)技術(學)的,工藝(學)的"
228,tense,(adj.5)繃緊的
229,thorough,(adj.8)徹底的;完全的
230,thoughtful,(adj.10)考慮周到的
231,timid,(adj.5)膽小的;羞怯的
232,tiresome,(adj.8)令人厭倦的
233,tolerable,(adj.9)可忍受的;可容忍的
234,tolerant,"(adj.8)忍受的,容忍的"
235,tough,"(adj.5)堅韌的,牢固的;頑固的;棘手的"
236,tragic,"(adj.6)悲慘的,不幸的"
237,tremendous,"(adj.10)巨大的;極度的,驚人的"
238,tribal,(adj.6)部落的;種族的
239,troublesome,"(adj.11)麻煩的,棘手的"
240,unique,(adj.6)獨特的
241,universal,(adj.9)宇宙的;通用的
242,urban,(adj.5)城市的
243,urgent,"(adj.6)緊急的,急迫的"
244,vain,(adj.4)愛虛榮的;徒然的
245,vast,"(adj.4)廣闊的,浩瀚的;非常的"
246,very,(adj.4)正是;恰好是;僅僅
247,virgin,(adj.6)未玷污的
248,visual,(adj.6)視力的;光學的
249,vital,(adj.5)充滿活力的;致命的
250,voluntary,(adj.9)自願的
251,weekly,(adj.6)每週的;一週一次的
252,yearly,(adj.6)每年的;按年的
253,youthful,(adj.8)年輕的;富青春活力的
254,abandon,(v.7)放棄
255,absorb,"(v.6)吸收(液體,氣體,光,聲等)"
256,access,(v.6)取出(資料);使用;接近
257,accompany,(v.9)陪同;伴隨
258,accomplish,(v.10)完成;實現;達到
259,accuse,(v.6)指控
260,acquaint,(v.8)使認識;使熟悉
261,acquire,(v.7)取得;獲得
262,adapt,(v.5)使適應;使適合
263,adjust,(v.6)校準;調整;適應
264,alert,(v.5)向...報警;使警覺
265,amuse,(v.5)逗...高興
266,analyze,(v.7)分析
267,annoy,"(v.5)惹惱,使生氣;使煩惱"
268,apologize,(v.9)道歉
269,appoint,"(v.7)任命,指派"
270,arch,"(v.4)使成弧形,拱起"
271,arise,(v.5)升起
272,arouse,(v.6)喚起;激動;叫醒
273,assemble,"(v.8)集合,召集"
274,assign,"(v.6)分配,分派"
275,associate,"(v.9)聯想,把...聯想在一起"
276,assume,(v.6)假定
277,assure,"(v.6)向...保證,擔保"
278,attach,"(v.6)裝上,貼上;使附屬"
279,await,"(v.5)等候,期待"
280,backpack,(v.8)把...放入背包; 背負簡便行李旅行
281,bankrupt,(v.8)使破產;使赤貧
282,bargain,(v.7)討價還價
283,blend,(v.5)使混和
284,blink,(v.5)眨眼睛;閃爍
285,bloom,(v.5)開花;興盛
286,blossom,(v.7)開花;發展成
287,blush,(v.5)臉紅
288,boast,(v.5)吹牛;誇耀
289,bond,(v.4)以...作抵押;使...黏合
290,bounce,"(v.6)彈起,彈回"
291,breed,"(v.5)使繁殖,飼養"
292,broil,(v.5)烤;炙
293,calculate,(v.9)計算
294,campaign,(v.8)參加競選
295,carve,"(v.5)刻,雕刻"
296,catalog,(v.7)將...編入目錄
297,catalogue,"(v.9)為...編目;登記,記載"
298,cease,"(v.5)停止,終止"
299,cement,"(v.6)黏緊,黏牢"
300,cherish,(v.7)撫育;愛護
301,chirp,(v.5)鳥發啾聲;蟲發唧聲;人嘁喳說話
302,circulate,(v.9)流通;發行
303,clarify,(v.7)澄清;闡明
304,clash,(v.5)砰地相碰撞
305,classify,(v.8)將...分類
306,climax,(v.6)使達到頂點(或高潮)
307,code,(v.4)為...編碼
308,collapse,(v.8)倒塌
309,comment,(v.7)評論
310,commit,"(v.6)使作出保證;犯(罪),做(錯事等)"
311,complicate,(v.10)使複雜化
312,compose,"(v.7)作(詩,曲等);構(圖)"
313,concentrate,(v.11)濃縮;全神貫注
314,concrete,(v.8)使凝固;使結合
315,confess,"(v.7)坦白,供認,承認"
316,confine,(v.7)限制;使局限
317,congratulate,(v.12)祝賀;恭禧
318,conquer,(v.7)克服;征服
319,consist,"(v.7)組成,構成"
320,constitute,"(v.10)構成,組成"
321,construct,"(v.9)建造,構成"
322,consult,(v.7)與...商量
323,consume,"(v.7)消耗,花費;耗盡"
324,content,(v.7)使滿足
325,contest,"(v.7)競爭,角逐;爭辯"
326,contrast,"(v.8)使對比,使對照"
327,contribute,"(v.10)捐獻,捐助;貢獻,出力"
328,converse,"(v.8)交談,談話"
329,convey,(v.6)運送;傳達
330,convince,(v.8)使信服;說服
331,cooperate,"(v.9)合作,協作;(事物)配合"
332,cope,(v.4)競爭
333,cork,(v.4)用軟木塞塞住;抑制
334,correspond,"(v.10)符合,一致"
335,counter,(v.7)反對;反擊
336,crack,(v.5)砸開
337,cram,(v.4)把...塞滿;死記硬背
338,cripple,(v.7)使成跛子;使殘廢
339,criticize,(v.9)批評;批判;苛求
340,crush,"(v.5)壓碎,壓壞"
341,cube,(v.4)使成立方形;切成小方塊
342,cue,(v.3)給...暗示
343,curl,(v.4)使(頭髮)捲曲
344,curse,"(v.5)詛咒,咒罵"
345,curve,(v.5)使彎曲;使成曲線
346,cushion,(v.7)緩和...的衝擊
347,damn,"(v.4)罵...該死,咒罵"
348,damp,(v.4)使潮濕;使沮喪;抑制
349,declare,"(v.7)宣佈,宣告"
350,decrease,(v.8)減少
351,defeat,"(v.6)戰勝,擊敗"
352,defend,(v.6)防禦;保衛;保護
353,delight,(v.7)使高興
354,demand,"(v.6)要求,請求"
355,demonstrate,"(v.11)示範操作(產品),展示"
356,depart,"(v.6)起程,出發;離開,離去"
357,depress,(v.7)使沮喪
358,deserve,"(v.7)應受,該得"
359,devise,(v.6)設計;發明
360,devote,(v.6)將...奉獻
361,differ,"(v.6)不同,相異"
362,digest,(v.6)消化(食物)
363,disadvantage,(v.12)使處於不利地位
364,discipline,(v.10)懲戒
365,disconnect,(v.10)切斷(電話、電源等)
366,discourage,"(v.10)使洩氣,使沮喪"
367,disguise,"(v.8)掩飾,隱瞞"
368,disgust,(v.7)使作嘔
369,dismiss,"(v.7)解散,遣散;解雇;開除"
370,disorder,(v.8)使混亂;擾亂
371,dispute,(v.7)爭論;爭執
372,distinguish,(v.11)區別;識別
373,distribute,(v.10)分發;分配
374,disturb,"(v.7)妨礙,打擾"
375,divorce,"(v.7)與...離婚,使離婚"
376,dominate,"(v.8)支配,統治,控制"
377,download,(v.8)下載
378,doze,"(v.4)打瞌睡,打盹"
379,draft,(v.5)起草;設計
380,dread,(v.5)懼怕;擔心
381,drift,"(v.5)漂,漂流"
382,drill,(v.5)鑽(孔);在...上鑽孔
383,dye,(v.3)把...染上顏色
384,eliminate,"(v.9)排除,消除"
385,email,(v.5)electronic mail
386,e-mail,(v.6)傳送電子郵件
387,embarrass,(v.9)使困窘
388,emerge,(v.6)浮現;出現
389,enclose,(v.7)圍住;圈起
390,encounter,"(v.9)遭遇(敵人);遇到(困難,危險等)"
391,endanger,(v.8)危及;使遭到危險
392,endure,"(v.6)忍耐,忍受"
393,enforce,"(v.7)實施,執行"
394,enlarge,(v.7)擴大;擴展
395,entertain,"(v.9)招待,款待"
396,equip,"(v.5)裝備,配備"
397,establish,(v.9)建立;設立
398,estimate,"(v.8)估計,估量"
399,evaluate,(v.8)對...評價
400,evidence,"(v.8)顯示,表明"
401,exaggerate,"(v.10)張,誇大;對...言過其實"
402,exhaust,(v.7)使精疲力盡
403,exhibit,"(v.7)展示,陳列"
404,expand,"(v.6)展開,張開"
405,explore,(v.7)探測;探勘
406,expose,(v.6)使暴露於
407,extend,"(v.6)延長,延伸"
408,feast,(v.5)盛宴款待
409,ferry,(v.5)用渡船運送
410,fetch,(v.5)(去)拿來
411,finance,(v.7)籌措資金
412,flatter,(v.7)諂媚;奉承
413,flee,(v.4)逃離;逃避
414,flunk,(v.5)失敗;不及格
415,flush,(v.5)湧;湧流;用水沖洗
416,foam,(v.4)起泡沫
417,forbid,"(v.6)禁止,不許"
418,forecast,(v.8)預測
419,frame,(v.5)給...裝框子
420,frost,(v.5)結霜於
421,frown,(v.5)皺眉;表示不滿
422,fuel,(v.4)加燃料;加油
423,fulfill,(v.7)履行(諾言等)
424,furnish,(v.7)給(房間)配置(傢俱等);供應;提供
425,gaze,"(v.4)凝視,注視,盯"
426,gear,"(v.4)使適應,使適合"
427,giggle,(v.6)咯咯地笑;傻笑
428,glide,"(v.5)滑動,滑行"
429,glimpse,"(v.7)看一眼,瞥見"
430,grace,(v.5)使優美
431,grieve,(v.6)使悲傷;使苦惱
432,grind,(v.5)磨(碎)
433,guarantee,(v.9)保證;擔保
434,halt,(v.4)停止;終止
435,harden,(v.6)使變硬;使變堅固
436,hasten,(v.6)催促;加速;趕緊
437,herd,(v.4)放牧
438,honeymoon,(v.9)度蜜月
439,hook,(v.4)用鉤鉤住
440,horrify,"(v.7)使恐懼,使驚懼"
441,hose,(v.4)用軟管淋澆
442,host,"(v.4)主辦,主持;以主人身分招待"
443,identify,(v.8)確認;識別
444,idle,(v.4)空轉
445,illustrate,"(v.10)(用圖,實例等)說明"
446,imitate,(v.7)模仿
447,immigrate,(v.9)遷移;遷入
448,impact,(v.6)壓緊;擠滿
449,imply,(v.5)暗指;暗示;意味著
450,industrialize,(v.13)使工業化
451,infect,(v.6)傳染;侵染;感染
452,initial,(v.7)簽姓名的首字母於;草簽
453,input,(v.5)將(資料等)輸入電腦
454,insert,(v.6)插入;嵌入
455,inspire,(v.7)鼓舞
456,install,"(v.7)安裝,設置"
457,instruct,(v.8)指示
458,insult,"(v.6)侮辱,羞辱"
459,intend,(v.6)想要;打算
460,intensify,"(v.9)加強,增強"
461,interact,(v.8)互相作用
462,interfere,"(v.9)介入;干涉,干預"
463,intermediate,(v.12)作中間人;干預
464,interpret,(v.9)解釋
465,invade,"(v.6)侵入,侵略"
466,invest,(v.6)投(資)
467,involve,"(v.7)使捲入,連累;牽涉"
468,isolate,(v.7)使孤立
469,itch,(v.4)發癢
470,knuckle,(v.7)用指關節敲打
471,labor,(v.5)勞動;努力
472,lag,(v.3)落後;延遲
473,landscape,(v.9)在(一片土地)上造園
474,launch,(v.6)發射;開始
475,lean,"(v.4)倚,靠"
476,lecture,(v.7)講課;訓斥
477,license,"(v.7)許可,准許;發許可證給"
478,lighten,"(v.7)使光明,照亮"
479,loan,"(v.4)借出,貸與"
480,manufacture,"(v.11)(大量)製造,加工"
481,mislead,(v.7)把...帶錯方向;把...引入歧途
482,misunderstand,(v.13)誤會;曲解
483,monitor,(v.7)監控;監聽;監測
484,motivate,(v.8)給...動機;刺激
485,mow,(v.3)刈(草坪等)上的草
486,murmur,"(v.6)私下抱怨,咕噥"
487,neglect,"(v.7)忽視,忽略"
488,negotiate,"(v.9)談判,協商"
489,nevertheless,"(v.12)仍然,不過,然而"
490,obtain,"(v.6)得到,獲得"
491,occupy,"(v.6)佔領,佔據"
492,offend,(v.6)冒犯;觸怒
493,oppose,(v.6)反對
494,orbit,(v.5)繞軌道運行
495,overcome,(v.8)戰勝;克服
496,overlook,(v.8)眺望;俯瞰
497,overtake,(v.8)追上;趕上;超過
498,overthrow,(v.9)打倒;推翻;廢除
499,pace,(v.4)踱步於
500,parachute,"(v.9)傘降,跳傘"
501,pedal,(v.5)踩踏板
502,peer,"(v.4)凝視,盯著看"
503,perfume,(v.7)使充滿香氣
504,pioneer,"(v.7)當先驅,成為開拓者"
505,pirate,(v.6)掠奪;剽竊
506,plot,"(v.4)密謀,策劃;標繪"
507,polish,"(v.6)磨光,擦亮"
508,portray,(v.7)畫;描寫
509,possess,"(v.7)擁有,持有;具有"
510,predict,(v.7)預言;預料
511,preserve,"(v.8)保存,保藏;防腐"
512,privilege,(v.9)給予...特權
513,proceed,"(v.7)開始,著手"
514,prompt,(v.6)提示
515,prosper,"(v.7)繁榮,昌盛"
516,protest,"(v.7)抗議,反對"
517,publish,(v.7)出版;發行;刊載
518,quake,(v.5)顫抖;震動;搖晃
519,quilt,(v.5)加軟襯料後縫製;東拼西湊地編(書)
520,rage,"(v.4)發怒,怒斥"
521,rebel,(v.5)造反;反叛
522,recall,(v.6)回憶;使想起;召回
523,recite,(v.6)背誦;朗誦;詳述
524,recycle,(v.7)回收
525,refer,"(v.5)論及,談到;參考"
526,reflect,"(v.7)反射;照出,映出"
527,reform,"(v.6)改革,革新"
528,refresh,(v.7)使得到補充;更新
529,register,"(v.8)註冊,申報"
530,regulate,(v.8)為...制訂規章;調節
531,relieve,"(v.7)緩和,減輕;解除"
532,remark,(v.6)議論;評論
533,remedy,(v.6)補救;糾正;去除(弊病等)
534,rescue,(v.6)援救;營救
535,research,"(v.8)調查,探究"
536,resemble,"(v.8)像,類似"
537,resign,"(v.6)放棄,辭去"
538,resolve,"(v.7)解決,解答;使分解"
539,restore,(v.7)恢復
540,retain,"(v.6)保留,保持"
541,retire,(v.6)退休;退役
542,retreat,"(v.7)撤退,退卻"
543,revenge,(v.7)替...報仇
544,revise,(v.6)校訂;更改
545,reward,(v.6)酬謝;獎勵
546,rhyme,(v.5)押韻
547,route,(v.5)給...定路線
548,ruin,(v.4)毀滅
549,sacrifice,(v.9)犧牲;獻出
550,salary,(v.6)給...薪水
551,scold,"(v.5)罵,責罵"
552,scratch,(v.7)抓;搔
553,sculpture,(v.9)雕刻
554,shelter,(v.7)遮蔽;庇護
555,shift,(v.5)轉移;移動
556,shrug,(v.5)聳(肩)
557,shuttle,(v.7)短程穿梭般運送
558,site,(v.4)為...選址;設置
559,sketch,(v.6)寫生;速寫;為...繪草圖
560,sled,(v.4)乘雪橇
561,sledge,(v.6)乘雪橇
562,sleigh,(v.6)駕雪橇;用雪橇運輸
563,slight,(v.6)輕視;藐視
564,sneeze,(v.6)打噴嚏
565,sob,(v.3)嗚咽;啜泣
566,spare,"(v.5)分出,騰出(時間,人手)"
567,spark,(v.5)發動;點燃
568,sparkle,(v.7)發火花;閃耀;煥發
569,spear,"(v.5)刺,戳"
570,split,(v.5)劈開;切開
571,stem,"(v.4)起源於,由...而造成"
572,strengthen,(v.10)加強;增強
573,strive,"(v.6)努力,苦幹,奮鬥;反抗,鬥爭"
574,stroke,(v.6)畫短線於
575,summarize,"(v.9)總結,概述,概括"
576,surf,(v.4)衝浪;在網路或頻道上搜索資料
577,surrender,"(v.9)使投降,使自首"
578,sway,(v.4)搖動;搖擺;影響
579,tap,"(v.3)輕拍,輕叩"
580,telegraph,(v.9)用電報發送;電匯;電購
581,tense,"(v.5)使拉緊,使繃緊"
582,terrify,(v.7)使害怕;使恐怖
583,tolerate,(v.8)忍受;寬恕;容許
584,transfer,(v.8)轉換;調動
585,transform,(v.9)使改變;使轉化
586,translate,(v.9)翻譯
587,triumph,(v.7)獲得勝利
588,twinkle,(v.7)(星等)閃爍;閃耀
589,upload,(v.6)[電腦]上載
590,urge,(v.4)催促;力勸
591,violate,(v.7)違犯;擾亂
592,volunteer,(v.9)自願(做)
593,voyage,(v.6)航行;旅行
594,withdraw,(v.8)提取;撤離
595,witness,(v.7)目擊;為...作證
596,wreck,(v.5)遇難;受到破壞
597,wrinkle,(v.7)起皺紋
598,counter,"(adv.7)反方向地,相反地"
599,elsewhere,(adv.9)在別處;往別處
600,furthermore,"(adv.11)而且,此外,再者"
601,highly,"(adv.6)非常,很,高度地"
602,largely,(adv.7)大部分;主要地;大量地
603,lately,"(adv.6)近來,最近;不久前"
604,leisurely,"(adv.9)從容不迫地,慢慢地"
605,monthly,(adv.7)每月;每月一次
606,moreover,"(adv.8)並且,加之,此外"
607,mostly,"(adv.6)一般地,通常"
608,namely,"(adv.6)即,那就是"
609,nowadays,"(adv.8)現今,時下"
610,otherwise,"(adv.9)除此以外;否則,不然"
611,overnight,(adv.9)一整夜的
612,roughly,(adv.7)粗糙地;粗暴地;大約
613,scarcely,"(adv.8)幾乎不,幾乎沒有"
614,weekly,(adv.6)每週
615,yearly,(adv.6)一年一度
616,amid,(prep.4)在...之間;在...之中
617,amidst,(prep.6)在...之中;在...中間
618,concerning,(prep.10)關於
619,despite,"(prep.7)不管,儘管,任憑"
620,including,(prep.9)包括
621,regarding,(prep.9)關於;就...而論
622,abdomen,(n.7)下腹
623,accent,(n.6)重音;腔調
624,acceptance,"(n.10)接受;領受;(票據等的)承兌,認付"
625,access,(n.6)通道;入口;門路
626,accomplishment,(n.14)成就;成績;造詣;實現
627,accountant,(n.10)會計師
628,accuracy,(n.8)正確(性);準確(性)
629,acid,(n.4)(化學)酸
630,acquaintance,(n.12)相識的人
631,acre,(n.4)英畝
632,adjective,(n.9)形容詞
633,adjustment,(n.10)調節;調整
634,admiration,(n.10)欽佩;羨慕
635,admission,(n.9)進入許可;入場費;承認
636,adverb,(n.6)副詞
637,agency,(n.6)仲介;代理
638,agent,(n.5)代理人;代理商
639,alcohol,(n.7)酒精;酒
640,alert,"(n.5)警戒,警報;警戒狀態"
641,allowance,"(n.9)津貼,零用錢"
642,aluminum,(n.8)鋁
643,amateur,(n.7)業餘從事者;外行
644,amusement,(n.9)樂趣;消遣
645,analysis,(n.8)分析
646,ancestor,"(n.8)祖宗,祖先"
647,anniversary,(n.11)周年紀念日
648,anxiety,"(n.7)焦慮,掛念"
649,apology,(n.7)道歉
650,appliance,"(n.9)用具;裝置,設備"
651,applicant,(n.9)申請人
652,application,(n.11)申請
653,appointment,(n.11)(尤指正式的)約會;約定
654,appreciation,"(n.12)欣賞,鑑賞;賞識"
655,approval,(n.8)批准;認可
656,arch,"(n.4)拱門,拱形"
657,arms,(n.4)武器;戰爭;戰鬥;兵役
658,article,(n.7)文章;條款
659,aspect,"(n.6)方面,觀點"
660,aspirin,(n.7)阿斯匹靈(解熱鎮痛藥)
661,assembly,(n.8)集會;集合
662,assignment,(n.10)(分派的)任務;工作;(課外)作業
663,assistance,"(n.10)幫助,協助"
664,associate,(n.9)夥伴;同事
665,association,"(n.11)協會,公會,社團"
666,assurance,(n.9)保證
667,atmosphere,(n.10)大氣;氣氛
668,atom,(n.4)原子
669,attachment,(n.10)連接;安裝;附著;附屬物;附件;扣押;扣押令
670,attraction,(n.10)吸引;吸引力
671,authority,(n.9)職權;官方
672,autobiography,(n.13)自傳
673,backpack,(n.8)背包
